Score,Sentiment,Text,Clean_Text
2,Negative,I was not fully happy with my purchase. I usually buy this product at Fleet Farm for my dog. They are 40 oz bags for 7.95...i was under the assumption that these pig puffs were the same size and the original price was the same as the ones at Fleet Farm. This product was 4 oz and i bought 2 bags. So basically i spent the same amount of money for 2 bags as the one i would of got a Fleet Farm and only got a quarter the amount. I will never purchase this product again.,i was not fully happy with my purchase i usually buy this product at fleet farm for my dog they are  oz bags for i was under the assumption that these pig puffs were the same size and the original price was the same as the ones at fleet farm this product was  oz and i bought  bags so basically i spent the same amount of money for  bags as the one i would of got a fleet farm and only got a quarter the amount i will never purchase this product again
5,Positive,"Well I asked both of my dogs and they said thanks for putting us back on Royal Canin!! We spent a year trying other dog food but they do much better on Royal Canin its developed just for their breed, yes it seems expensive for 10lbs. but thats a months worth of food so its not expensive and their Vet told me to put them back on it. I also like that its delivered to my door.",well i asked both of my dogs and they said thanks for putting us back on royal canin we spent a year trying other dog food but they do much better on royal canin its developed just for their breed yes it seems expensive for lbs but thats a months worth of food so its not expensive and their vet told me to put them back on it i also like that its delivered to my door
2,Negative,"I love creme brulee. If I were to drown in a vat of it, I think that'd be a pretty good way to go. So, naturally, when I see something that is flavored like creme brulee but without the calories, I get excited.<br /><br />I got excited about this coffee.<br /><br />Now, it's good coffee, as far as coffee goes. Nothing wrong with that. But if someone served me this and asked me to identify the flavor, creme brulee wouldn't even make it on the list. It's almost got a bitter taste to it -- even Splenda didn't help much.<br /><br />Unfortunately, I ordered two boxes and will be lucky if I get through one. Guess I'll sell the other one on ebay or something. Dunno. What I *do* know is that I won't be drinking it.",i love creme brulee if i were to drown in a vat of it i think thatd be a pretty good way to go so naturally when i see something that is flavored like creme brulee but without the calories i get excited  i got excited about this coffee  now its good coffee as far as coffee goes nothing wrong with that but if someone served me this and asked me to identify the flavor creme brulee wouldnt even make it on the list its almost got a bitter taste to it  even splenda didnt help much  unfortunately i ordered two boxes and will be lucky if i get through one guess ill sell the other one on ebay or something dunno what i do know is that i wont be drinking it
5,Positive,"Cinnimon toothpics anyone?  Awsome!  Careful though, they are about as hot as you can imagine, you won't be able to feel your lips!",cinnimon toothpics anyone  awsome  careful though they are about as hot as you can imagine you wont be able to feel your lips
5,Positive,"Wow - if you like coconut - you will love these - Extremely moist pure coconut with pieces of delicious mango!! These are not overly sweet - just a natural coconut and mango sweetness level. Great for take-a-long snacks!! We love them!!! Will order these again and again and again!!!!!!<a href=""http://www.amazon.com/gp/product/B006JVEKNM"">Oskri Coconut Bar with Mango, Gluten Free, 1.9-Ounce Bars (Pack of 20)</a>",wow  if you like coconut  you will love these  extremely moist pure coconut with pieces of delicious mango these are not overly sweet  just a natural coconut and mango sweetness level great for takealong snacks we love them will order these again and again and again oskri coconut bar with mango gluten free ounce bars pack of  
5,Positive,"After trying the 6 lb bag of Go Grain Free Endurance, and watching my Border Collie's skin allergy problem begin to disappear, this had to be one of the reasons its gone now. All I can say is this dog food is the best. I will never go back to standard-cheap-filled with whatever-dog food as I think my dog is worth the extra natural goodness in Go. End of story...",after trying the  lb bag of go grain free endurance and watching my border collies skin allergy problem begin to disappear this had to be one of the reasons its gone now all i can say is this dog food is the best i will never go back to standardcheapfilled with whateverdog food as i think my dog is worth the extra natural goodness in go end of story
4,Positive,I have had other matcha powders before and for its value I think you can't do any better than this. I have my matcha every morning and I love it..,i have had other matcha powders before and for its value i think you cant do any better than this i have my matcha every morning and i love it
5,Positive,"These taste soooooo good, kind of like a candy bar without all the calories. Nice in between meals snack, very satisfying, Be careful, they taste so good, it's hard to each just one! I totally recommend this product, AWESOME!",these taste soooooo good kind of like a candy bar without all the calories nice in between meals snack very satisfying be careful they taste so good its hard to each just one i totally recommend this product awesome
5,Positive,"Was looking for a product not made in China, these are made in Ireland.  My dogs love them!  I buy two packages under the 15% discount, automatic delivery system, which is the best price I found.",was looking for a product not made in china these are made in ireland  my dogs love them  i buy two packages under the  discount automatic delivery system which is the best price i found
5,Positive,"I was really impressed with these peppercorns and they make everything taste good. I eat alot of pasta, fish and shellfish dishes. I think it works best sprinkle on salmon, or shrimp. It gives them that extra kick without adding garlic. I highly recommend these 7 ounce pouches of black peppercorns. They are just perfect and grinds very well in my peppermill. And yes I will definitely purchase these again in the future.",i was really impressed with these peppercorns and they make everything taste good i eat alot of pasta fish and shellfish dishes i think it works best sprinkle on salmon or shrimp it gives them that extra kick without adding garlic i highly recommend these  ounce pouches of black peppercorns they are just perfect and grinds very well in my peppermill and yes i will definitely purchase these again in the future
5,Positive,"I usually purchase this item in smaller links (about 9 to a pound) and stash it in the freezer.  It is the perfect dinner in a hurry:  thaw in microwave, toss in grill pan to brown.  Meanwhile, make a salad of greens, and for a side, saute canned cannellini beans with herbs and garlic, whip up some instant polenta made creamy with goat cheese, or break open a crusty loaf of bread. 15 minutes to the table and you have the ultimate comfort food.  Leftover sausage gets diced into pasta sauce. Plenty of flavor; and while spice is present, people who usually shun hot or peppery food will like this.",i usually purchase this item in smaller links about  to a pound and stash it in the freezer  it is the perfect dinner in a hurry  thaw in microwave toss in grill pan to brown  meanwhile make a salad of greens and for a side saute canned cannellini beans with herbs and garlic whip up some instant polenta made creamy with goat cheese or break open a crusty loaf of bread  minutes to the table and you have the ultimate comfort food  leftover sausage gets diced into pasta sauce plenty of flavor and while spice is present people who usually shun hot or peppery food will like this
2,Negative,I got my nestle nestum cerelac and my product was open one of the can was open. I would like to no if there is an reimburse.,i got my nestle nestum cerelac and my product was open one of the can was open i would like to no if there is an reimburse
5,Positive,"This is a crunchy, wonderfully tasty bar! Coconut and almond flavors blend to create something wonderful! You won't be disappointed with these. They're on my shopping list for regularly delivery.",this is a crunchy wonderfully tasty bar coconut and almond flavors blend to create something wonderful you wont be disappointed with these theyre on my shopping list for regularly delivery
5,Positive,My dogs just love these crunchy and healthy treats.  We are very particular about what we feed our girls and are happy to have found such a good product that is a great value AND made locally!!,my dogs just love these crunchy and healthy treats  we are very particular about what we feed our girls and are happy to have found such a good product that is a great value and made locally
5,Positive,"I first heard of these beans on The Doctor Oz show.  They were unavailable at the local grocers.  I found them on Amazon and now send them as gifts to people I care about.  Saute onions, bell pepper, plenty garlic in olive oil or coconut oil.  Let them carmelize...then follow the package directions.  I added one pound of smoked sausage (Cajun Style) and let the beans cook for nearly two hours.  Serve over brown rice.  Good enough for a company meal. This is an Amazon verified purchase.",i first heard of these beans on the doctor oz show  they were unavailable at the local grocers  i found them on amazon and now send them as gifts to people i care about  saute onions bell pepper plenty garlic in olive oil or coconut oil  let them carmelizethen follow the package directions  i added one pound of smoked sausage cajun style and let the beans cook for nearly two hours  serve over brown rice  good enough for a company meal this is an amazon verified purchase
5,Positive,This tea is really good!  I am a big coffee drinker and normally do not like tea but the spices they use make it not have a tea aftertaste.  I can find this at a local grocery for considerably less than what it is priced for on here.,this tea is really good  i am a big coffee drinker and normally do not like tea but the spices they use make it not have a tea aftertaste  i can find this at a local grocery for considerably less than what it is priced for on here
5,Positive,"I bought two dozen of these. They are so cute and were not expired as some of the other reviews mentioned. I think they might have been looking at the wrong date. There are two dates. One for when it was manufactured and one for when they expire. They expire in 2013. I think the bowling pins work better upside down and it doesn't take away from the cutness of these. They came in red and blue balls, and bowling pins. I have not tasted them but they look good. None were broken or melted and arrived very fast in a safely packaged box. I would recommend these. My only complaint was that out of two boxes I only got a total of four bowling pin suckers :( and the majority were red bowling balls. I would have liked third red third blue third bowling pins. Overall I am extremely pleased with this purchase. Keep up the great work you guys!",i bought two dozen of these they are so cute and were not expired as some of the other reviews mentioned i think they might have been looking at the wrong date there are two dates one for when it was manufactured and one for when they expire they expire in  i think the bowling pins work better upside down and it doesnt take away from the cutness of these they came in red and blue balls and bowling pins i have not tasted them but they look good none were broken or melted and arrived very fast in a safely packaged box i would recommend these my only complaint was that out of two boxes i only got a total of four bowling pin suckers  and the majority were red bowling balls i would have liked third red third blue third bowling pins overall i am extremely pleased with this purchase keep up the great work you guys
5,Positive,"Silken style, extra firm Mori-Nu tofu is perfect for my chocolate truffle recipe and it is perfectly priced. I have used this product for some six years now, perfecting my recipe. Recently I experienced resistance of the vegetable grocers to carry the product so I went on line and found it  at Amazon.com. I now have the product delivered free directly to my door and I know it will always be available. This is important when one is  addicted to chocolate truffles.<a href=""http://www.amazon.com/gp/product/B000LKZ86K"">Mori-Nu Tofu, Silken Style, Extra Firm, 12.3-Ounce Boxes (Pack of 12)</a>",silken style extra firm morinu tofu is perfect for my chocolate truffle recipe and it is perfectly priced i have used this product for some six years now perfecting my recipe recently i experienced resistance of the vegetable grocers to carry the product so i went on line and found it  at amazoncom i now have the product delivered free directly to my door and i know it will always be available this is important when one is  addicted to chocolate truffles morinu tofu silken style extra firm ounce boxes pack of  
5,Positive,This Green Chai Tea is very good--how can it be healthy and seem like a treat at the same time?,this green chai tea is very goodhow can it be healthy and seem like a treat at the same time
3,Neutral,"My boston terrier/english bulldog puppy's coat became shiny on this food, his breath smelled good, his gas wasn't stinky, and the food appears to have excellent ingredients.  However, after over a month of eating Wellness, his stool never became firm (which it was on whatever cheap food he was eating at the breeders). It alternated between runny and mushy. I'd read similar reviews on various websites, but decided to try it anyway (everyone's experiences are different). Although I have no way of knowing this, I wonder if some of the fancier dogfoods overdo it with the flax and greentea---it would certainly give me the runs.  Anyway, I think it's a good food and may work well for some dogs, but we've had to transition off of it to Merrick puppy plate, which, although it has similar ingredients, seems to be firming up the poop.",my boston terrierenglish bulldog puppys coat became shiny on this food his breath smelled good his gas wasnt stinky and the food appears to have excellent ingredients  however after over a month of eating wellness his stool never became firm which it was on whatever cheap food he was eating at the breeders it alternated between runny and mushy id read similar reviews on various websites but decided to try it anyway everyones experiences are different although i have no way of knowing this i wonder if some of the fancier dogfoods overdo it with the flax and greenteait would certainly give me the runs  anyway i think its a good food and may work well for some dogs but weve had to transition off of it to merrick puppy plate which although it has similar ingredients seems to be firming up the poop
5,Positive,wonderfully cinnamon-y! i will definitely be ordering it again! and heated up with a tiny bit of butter on it put it over the top in taste.,wonderfully cinnamony i will definitely be ordering it again and heated up with a tiny bit of butter on it put it over the top in taste
5,Positive,Nana's Chocolate and chocolate Chip cookies are very tasty. They have no dairy and have all natural sugar (fruit juice) and no trans fat. I like they way they each have their own package so they stay fresher longer.<br />These are the kind of cookies that make you feel like you are eating healthier.,nanas chocolate and chocolate chip cookies are very tasty they have no dairy and have all natural sugar fruit juice and no trans fat i like they way they each have their own package so they stay fresher longer these are the kind of cookies that make you feel like you are eating healthier
4,Positive,"Great product, good concentration. However, this made me hate caffeine and now I have too much of this. Order a small package first and see how you handle it.",great product good concentration however this made me hate caffeine and now i have too much of this order a small package first and see how you handle it
5,Positive,"These chips are delicious. If you like salt & pepper flavored chips with a solid crunch, then you can't go wrong with these--they are the tastiest bag I've come across. The sea salt is easier on the palette than regular salt, in fact I have trouble cutting myself off mid-bag even though I normally enjoy a low sodium diet. I would feel like less of a lush if they had them in the 8-9oz bags.",these chips are delicious if you like salt  pepper flavored chips with a solid crunch then you cant go wrong with thesethey are the tastiest bag ive come across the sea salt is easier on the palette than regular salt in fact i have trouble cutting myself off midbag even though i normally enjoy a low sodium diet i would feel like less of a lush if they had them in the oz bags
5,Positive,"I was extremely pleased when I recv'd these.  They were much larger and thicker than anticipated.  Professionally packaged.  For the money, I just don't see why you would want to order any other.  Best bang for the buck.<br /><br />Can't give you product feedback, as these are being given as a Christmas gift with a nice set of Weber stainless steel grilling utensils (hint hint....what a great gift combo for the grill master in your family).",i was extremely pleased when i recvd these  they were much larger and thicker than anticipated  professionally packaged  for the money i just dont see why you would want to order any other  best bang for the buck  cant give you product feedback as these are being given as a christmas gift with a nice set of weber stainless steel grilling utensils hint hintwhat a great gift combo for the grill master in your family
5,Positive,"I enjoy these tremendously--they are a reasonably healthy snack compared with most.  How can you go wrong with a veggie? Remember your mother's admonition to eat your peas :)  They are truly very tasty, in spite of being peas...",i enjoy these tremendouslythey are a reasonably healthy snack compared with most  how can you go wrong with a veggie remember your mothers admonition to eat your peas   they are truly very tasty in spite of being peas
5,Positive,"Spaghetti was a favorite meal before needing to eat gluten free, so we have tried many gf spaghettis trying to find a good substitute, including the popular brand that begins with a T. The ""T"" brand was my favorite, although it was only passable, until I tried the Ener-g Rice Vermicelli. The Ener-g Vermicelli was the first gf pasta to make eating spaghetti really enjoyable again! It is now my favorite gf spaghetti as it lacks the overwhelmingly rice flavor and stickiness of many rice spaghettis. It is good enough that we even use it for meals like Shrimp Scampi with angel hair pasta, and Linguine with white clam sauce, and the meals are delicious.",spaghetti was a favorite meal before needing to eat gluten free so we have tried many gf spaghettis trying to find a good substitute including the popular brand that begins with a t the t brand was my favorite although it was only passable until i tried the energ rice vermicelli the energ vermicelli was the first gf pasta to make eating spaghetti really enjoyable again it is now my favorite gf spaghetti as it lacks the overwhelmingly rice flavor and stickiness of many rice spaghettis it is good enough that we even use it for meals like shrimp scampi with angel hair pasta and linguine with white clam sauce and the meals are delicious
3,Neutral,"I love the Soda Stream unit, but the syrups need some tweaks.  It is too sweet, so I use half the amount required; this is good if you want the product to last longer; this is bad because they use Splenda added to all their recipes, not just the diet.  If they would just use plain old sugar, I'd be much happier with this product.",i love the soda stream unit but the syrups need some tweaks  it is too sweet so i use half the amount required this is good if you want the product to last longer this is bad because they use splenda added to all their recipes not just the diet  if they would just use plain old sugar id be much happier with this product
5,Positive,This is my favorite brand for cooking. I wish that it came in bigger bottles but other than that that it's comparable to what you get at a brick and mortar store.,this is my favorite brand for cooking i wish that it came in bigger bottles but other than that that its comparable to what you get at a brick and mortar store
5,Positive,Received product on time as promised in excellent condition.  Product is a delight to use in my gourmet dishes; adds a whole new level of flavor.,received product on time as promised in excellent condition  product is a delight to use in my gourmet dishes adds a whole new level of flavor
1,Negative,"I purchased this plant after spending a small fortune hoping it would be all I hoped and read about in the description. Within the first week of purchase the plant shed all it's leaves and seems to be dead or dormant. It arrived with full beautiful leaves and a few flowers, I had high hopes. I followed the instructions to the tee and within no time it lost everything. I took it to a friend who is a professional with bonsai plants and he thinks it was sent as a dying tree meaning it comes looking great but it is really dying. I'm so angry that I spent so much and have had nothing but problems. I do have a green thumb and can usually resurrect anything but this may be a lost cause. I've tried to prune back the dead and fertilize and hope it will pull through but have a feeling I wasted $50.00. Don't waste your time hopes or money on this item. Buy local so you have support and hopefully a guarantee.",i purchased this plant after spending a small fortune hoping it would be all i hoped and read about in the description within the first week of purchase the plant shed all its leaves and seems to be dead or dormant it arrived with full beautiful leaves and a few flowers i had high hopes i followed the instructions to the tee and within no time it lost everything i took it to a friend who is a professional with bonsai plants and he thinks it was sent as a dying tree meaning it comes looking great but it is really dying im so angry that i spent so much and have had nothing but problems i do have a green thumb and can usually resurrect anything but this may be a lost cause ive tried to prune back the dead and fertilize and hope it will pull through but have a feeling i wasted  dont waste your time hopes or money on this item buy local so you have support and hopefully a guarantee
5,Positive,"Very light slightly sweet crunchy biscuit bread. Tastes great just with butter but you can put anything on it. It's so light that it's also great for upset stomachs etc. I eat it for breakfast every morning. I like ""Brandt"" the best.",very light slightly sweet crunchy biscuit bread tastes great just with butter but you can put anything on it its so light that its also great for upset stomachs etc i eat it for breakfast every morning i like brandt the best
1,Negative,"PLEASE BE ADVISED, this coffee is NOT decaffeinated.  I used it and got violently ill b/c I am sensitive to caffeine.  Any where else it would be considered false advertising.  I am very disappointed with Amazon in having such shoddy oversight over how and what is advertised on their site.  To add insult to injury, the coffee is horrible.",please be advised this coffee is not decaffeinated  i used it and got violently ill bc i am sensitive to caffeine  any where else it would be considered false advertising  i am very disappointed with amazon in having such shoddy oversight over how and what is advertised on their site  to add insult to injury the coffee is horrible
4,Positive,"If you like a Mild Hazelnut coffee at a reasonable price, then this one is for you. I'd like it a little bolder, but that's my fault for not ordering a bolder style.",if you like a mild hazelnut coffee at a reasonable price then this one is for you id like it a little bolder but thats my fault for not ordering a bolder style
1,Negative,"This coffee was purchased in the past before for my husband.  Due to circumstances beyond my control I no longer needed it.  I had cancelled many automatic shipments in the past - hoping that I would be able to start them up again in the future, but unfortunately that wasn't the case.  Eventually I cancelled the entire Sumatra account.  I never actually took possession of the coffee for it was being held at the post office for signature - not sure why.  When I went to the post office they showed me the box and I asked them to return it.  Please contact me about the refund to my account at your earliest convenience.  TYVM.",this coffee was purchased in the past before for my husband  due to circumstances beyond my control i no longer needed it  i had cancelled many automatic shipments in the past  hoping that i would be able to start them up again in the future but unfortunately that wasnt the case  eventually i cancelled the entire sumatra account  i never actually took possession of the coffee for it was being held at the post office for signature  not sure why  when i went to the post office they showed me the box and i asked them to return it  please contact me about the refund to my account at your earliest convenience  tyvm
5,Positive,"I grew up in Seattle, and drinking Market Spice Tea was one of the treats I enjoyed every time I went to Pike Place Market.  My family has been ordering their tea for years, and we drink it all the time.  Now we even carry it in our own retail store in Portland! I'm not much of a tea drinker other than Market Spice, but it tastes so good that I can't resist.",i grew up in seattle and drinking market spice tea was one of the treats i enjoyed every time i went to pike place market  my family has been ordering their tea for years and we drink it all the time  now we even carry it in our own retail store in portland im not much of a tea drinker other than market spice but it tastes so good that i cant resist
5,Positive,"Thanks Amazon for offering this item on autoship.  We use it in our coffee every morning.  Delicious!!!!!!!<br />Because it is sugar-free, I feel no guilt.  Also we add whipped cream to make the coffee taste like starbucks.  Yummy.......",thanks amazon for offering this item on autoship  we use it in our coffee every morning  delicious because it is sugarfree i feel no guilt  also we add whipped cream to make the coffee taste like starbucks  yummy
5,Positive,"I love these candied orange peels.  I purchase them every holiday season to enjoy plain, in baked goods, in tea, and my favorite way, dipped in dark chocolate.  Oh, so good!",i love these candied orange peels  i purchase them every holiday season to enjoy plain in baked goods in tea and my favorite way dipped in dark chocolate  oh so good
5,Positive,"A truly tasty medium heat paste that is delicious on a wide variety on food.  From mixing with yogurt for a dipping sauce to serving on eggs, mixed in with vegetables, or spread on sliced beef, this is excellent!  It has a slightly grainy texture from the ground spices, and has just the right amount of salt and garlic.<br /><br />Delicious!  I ordered four more!",a truly tasty medium heat paste that is delicious on a wide variety on food  from mixing with yogurt for a dipping sauce to serving on eggs mixed in with vegetables or spread on sliced beef this is excellent  it has a slightly grainy texture from the ground spices and has just the right amount of salt and garlic  delicious  i ordered four more
5,Positive,"I'm not usually a green tea fan, but I adore lemon ginger, so when Stash came up with this tea, I sampled it & decided to order in quantity! Good stuff, & thanks to Amazon for making it available this way.",im not usually a green tea fan but i adore lemon ginger so when stash came up with this tea i sampled it  decided to order in quantity good stuff  thanks to amazon for making it available this way
5,Positive,We like Plockys<br />They like us.<br />Plockys Plockys.<br />Mean no fuss.<br />Taste so good.<br />And healthy too.<br />Plockys Plockys.<br />Grab a bag or two.<br />Thank you Plockys!!,we like plockys they like us plockys plockys mean no fuss taste so good and healthy too plockys plockys grab a bag or two thank you plockys
5,Positive,"Absolutely love this stuff..so happy Amazon has it available. I not only use it for spaghetti, but other pasta dishes, pizza, and anything else Italian  :)",absolutely love this stuffso happy amazon has it available i not only use it for spaghetti but other pasta dishes pizza and anything else italian  
5,Positive,"This Quaker Soft Baked Oatmeal Cookie, Raisins, is soooo convenient to have them in your purse, in your kids lunch bag and in your husbands lunch bag. They are healthy snacks for kids and adults I will keep buy it them for my family",this quaker soft baked oatmeal cookie raisins is soooo convenient to have them in your purse in your kids lunch bag and in your husbands lunch bag they are healthy snacks for kids and adults i will keep buy it them for my family
5,Positive,"We recently adopted a new kitten. We rotate Felidae grain-free canned formula with Wellness Turkey canned food. He loves both and eats well, he's never left a single whole pea behind. This is a very high-quality cat food, using excellent all-meat proteins. He is healthy, active,affectionate, and has a smooth glossy coat. Definitely worth the cost in the long run.<br /><br />I believe it is worthwhile to rotate different (high-quality) canned foods for variety and to not create a cat who will ONLY eat one brand. I think this is useful also in the event of a recall. I'm looking for a 3rd high-quality brand to add to the rotation.",we recently adopted a new kitten we rotate felidae grainfree canned formula with wellness turkey canned food he loves both and eats well hes never left a single whole pea behind this is a very highquality cat food using excellent allmeat proteins he is healthy activeaffectionate and has a smooth glossy coat definitely worth the cost in the long run  i believe it is worthwhile to rotate different highquality canned foods for variety and to not create a cat who will only eat one brand i think this is useful also in the event of a recall im looking for a rd highquality brand to add to the rotation
5,Positive,"These grits are excellent.  Amazon, in their product description says that ""hominy grits are coarsely ground hominy or corn"".  That statement is incorrect.  Hominy IS corn...that has the germ removed and is soaked in a weak lye solution.<br />Grits made from hominy are superior to grits made from regular cracked corn.  If you like grits, you will love this product from Angelina's Gourmet.  One item missing from Amazon and Angelina is cooking instructions.  Bring 1 1/4 cups of water to a low boil.  Add 1/3 cups of grits. Turn heat to its lowest setting.  You want the grits to barely simmer, not boil!  Stir well and frequently for the first couple of minutes.  Cover pan , removing to stir every couple of minutes.  About 15 minutes will do it.  The longer you can cook without going dry, the creamier the grits will be. Serving size?  It's one serving for me, maybe two for you.  You can figure this out......not rocket science.",these grits are excellent  amazon in their product description says that hominy grits are coarsely ground hominy or corn  that statement is incorrect  hominy is cornthat has the germ removed and is soaked in a weak lye solution grits made from hominy are superior to grits made from regular cracked corn  if you like grits you will love this product from angelinas gourmet  one item missing from amazon and angelina is cooking instructions  bring   cups of water to a low boil  add  cups of grits turn heat to its lowest setting  you want the grits to barely simmer not boil  stir well and frequently for the first couple of minutes  cover pan  removing to stir every couple of minutes  about  minutes will do it  the longer you can cook without going dry the creamier the grits will be serving size  its one serving for me maybe two for you  you can figure this outnot rocket science
5,Positive,"I have problems finding this flavor in the stores, so it's fantastic to find them on Amazon and I can buy many boxes at once in a bulk-type format.  Thanks for making them available!",i have problems finding this flavor in the stores so its fantastic to find them on amazon and i can buy many boxes at once in a bulktype format  thanks for making them available
5,Positive,They are salty (but not too much so) and crunchy and have a sufficient amount of nutrition. I don't waste them on salads--just eat them right out of the bag. They shipped quickly and had a good expiration date from Amazon.,they are salty but not too much so and crunchy and have a sufficient amount of nutrition i dont waste them on saladsjust eat them right out of the bag they shipped quickly and had a good expiration date from amazon
4,Positive,"I can't give these a 5 because the ingredients show they are very processed.  I'm not sure how healthy they are.<br /><br />But the taste is great - very hot  - like about a nuclear on the Zaxby's scale.  If you like hot wings, you'll like these.  Be prepared to not be able to leave them alone.  When my husband buys a bag, we sit there and eat them until they are gone.  Also, have something to drink handy!",i cant give these a  because the ingredients show they are very processed  im not sure how healthy they are  but the taste is great  very hot   like about a nuclear on the zaxbys scale  if you like hot wings youll like these  be prepared to not be able to leave them alone  when my husband buys a bag we sit there and eat them until they are gone  also have something to drink handy
5,Positive,I am enjoying my Senseo even more with the addition of the new varities. I like the Sumatra Blend as well as the Brazil.,i am enjoying my senseo even more with the addition of the new varities i like the sumatra blend as well as the brazil
5,Positive,One of the better k-cup coffee out there.  Most k-cup coffee I've tried are pretty weak but this one is definitely a keeper.,one of the better kcup coffee out there  most kcup coffee ive tried are pretty weak but this one is definitely a keeper
4,Positive,"My dogs like this treat pretty well.  They are a little on the dry side, but I have bought other treats that were also dry and they seem to like these better.  I would buy them again.",my dogs like this treat pretty well  they are a little on the dry side but i have bought other treats that were also dry and they seem to like these better  i would buy them again
2,Negative,"I buy these at Walmart, same brand, 24 ounces for $10.89.  To see 16 ounces at $20 was a shock to me.  Thought I might find them cheaper on amazon but on this one, it was just the opposite.  Great product, would buy them here if the pricing was more fair.",i buy these at walmart same brand  ounces for   to see  ounces at  was a shock to me  thought i might find them cheaper on amazon but on this one it was just the opposite  great product would buy them here if the pricing was more fair
1,Negative,I received one of these in a sampler package I had ordered of different flavored coffees from the Official Keurig.com website. I just didn't like the taste of it. I would not order this K-Cup again.,i received one of these in a sampler package i had ordered of different flavored coffees from the official keurigcom website i just didnt like the taste of it i would not order this kcup again
5,Positive,This item was ordered for my son for Valentines Day; not only did it ship super fast - but it came with a little finger puppet toy for free. The item was flawless and packed very well. I definitely will be buying from this seller again!,this item was ordered for my son for valentines day not only did it ship super fast  but it came with a little finger puppet toy for free the item was flawless and packed very well i definitely will be buying from this seller again
5,Positive,"Stephen's is absolutely the BEST hot chocolate I have ever tasted!  It is so creamy and delicious.  Every flavor I've ever tried is excellent.  My whole family loves it.  I don't know any stores in the area that sell it, so we are thrilled to be able to order it through Amazon.",stephens is absolutely the best hot chocolate i have ever tasted  it is so creamy and delicious  every flavor ive ever tried is excellent  my whole family loves it  i dont know any stores in the area that sell it so we are thrilled to be able to order it through amazon
5,Positive,"The donut shop blend is a nice flavored coffee, and is not too pricey. We use our single cup Bunn machine a lot, and the single serve coffee here is nice.<a href=""http://www.amazon.com/gp/product/B004Q06JD2"">My CafÃ?Â©(tm) Pourover Commercial Grade Tea & Coffee Pod Brewer, Black (BUNMCP)</a>",the donut shop blend is a nice flavored coffee and is not too pricey we use our single cup bunn machine a lot and the single serve coffee here is nice my caftm pourover commercial grade tea  coffee pod brewer black bunmcp 
4,Positive,"I am very hard on food though, just ask my husband! LOL I always throw some cheddar into the bowl when I serve myself- love it that way! I would throw in some ham too, but haven't had any when I have made it. I have also thrown in a can of corn, which tasted great! This winter I plan to put this in a crock pot with ham, corn, and maybe some other items and just watch the snow come down. HMMMM.",i am very hard on food though just ask my husband lol i always throw some cheddar into the bowl when i serve myself love it that way i would throw in some ham too but havent had any when i have made it i have also thrown in a can of corn which tasted great this winter i plan to put this in a crock pot with ham corn and maybe some other items and just watch the snow come down hmmmm
5,Positive,What can I say.....or rather what would my dog say.  She loves these CET Dog Chews; she expects them every day as a part of her daily routine.  My lab has been using this product for 9 years.,what can i sayor rather what would my dog say  she loves these cet dog chews she expects them every day as a part of her daily routine  my lab has been using this product for  years
3,Neutral,"I bought these cookies at Cost Plus World Market when they were running a promotion.  The picture on the box is larger than life: these treats are only about an inch tall.  The stem is a light and crispy little biscuit barbell that reminds me of classic Pocky.  The cap is made of some cheap waxy chocolate, on par with a Hershey's kiss -- note that the packaging never claims this is actual chocolate, just ""chocolaty,"" so it probably doesn't have the requisite amount of cocoa butter to call itself real chocolate.  The flavor doesn't have much depth or complexity, it's just sweet.  All the appeal is in the shape.  They're just so darn cute!  They make me want to decorate a cake to look like a forest glade and stick these mushrooms in it, and I'm not even into cake decorating.",i bought these cookies at cost plus world market when they were running a promotion  the picture on the box is larger than life these treats are only about an inch tall  the stem is a light and crispy little biscuit barbell that reminds me of classic pocky  the cap is made of some cheap waxy chocolate on par with a hersheys kiss  note that the packaging never claims this is actual chocolate just chocolaty so it probably doesnt have the requisite amount of cocoa butter to call itself real chocolate  the flavor doesnt have much depth or complexity its just sweet  all the appeal is in the shape  theyre just so darn cute  they make me want to decorate a cake to look like a forest glade and stick these mushrooms in it and im not even into cake decorating
4,Positive,It was fragrant. My house smelled like basmati rice for hours.The cooked grains don't have that fragrant smell though. This cooked really quickly - a lot quicker than expected.<br />I'm happy with my purchase.,it was fragrant my house smelled like basmati rice for hoursthe cooked grains dont have that fragrant smell though this cooked really quickly  a lot quicker than expected im happy with my purchase
5,Positive,"Love these k-cups, bold flavor similar to Jet Fuel or Big Easy with less of a French roast flavor.  I can actually get a 12 Oz. cup and still have good flavor.",love these kcups bold flavor similar to jet fuel or big easy with less of a french roast flavor  i can actually get a  oz cup and still have good flavor
5,Positive,Product was delivered with none broken. Quality item with a consistent taste. Only thing is these are cheaper to by directly from Lotus Bakery than Amazon and this particular size is not the jumbo size given out on the airline. Next time will by them directly from Lotus Bakery - they have greater variety and are a little cheaper.,product was delivered with none broken quality item with a consistent taste only thing is these are cheaper to by directly from lotus bakery than amazon and this particular size is not the jumbo size given out on the airline next time will by them directly from lotus bakery  they have greater variety and are a little cheaper
